county,city,date,population,housing units,single family,Multi-family,mobile homes,occupied,vacancy rate
Riverside,Palm Desert,1/1/2004,"43,899","30,949","22,540","7,064","1,345","20,262",34.53%
Riverside,Palm Desert,1/1/2005,"47,422","33,912","23,398","7,076","3,438","22,240",34.42%
Riverside,Palm Desert,1/1/2006,"47,270","34,596","23,907","7,198","3,491","22,464",35.07%
Riverside,Palm Desert,1/1/2007,"46,867","35,100","24,302","7,224","3,574","22,564",35.72%
Riverside,Palm Desert,1/1/2008,"47,453","36,079","24,800","7,666","3,613","22,991",36.28%
Riverside,Palm Desert,1/1/2009,"47,993","36,541","25,131","7,755","3,655","23,061",36.89%
Riverside,Palm Desert,1/1/2010,"48,215","36,890","25,434","7,762","3,694","23,053",37.51%
Riverside,Palm Springs,1/1/2001,"43,025","31,040","16,562","12,249","2,229","20,629",33.54%
Riverside,Palm Springs,1/1/2002,"43,179","31,269","16,871","12,177","2,221","20,741",33.67%
Riverside,Palm Springs,1/1/2003,"43,358","31,497","17,196","12,088","2,213","20,850",33.80%
Riverside,Palm Springs,1/1/2004,"43,441","31,779","17,549","12,025","2,205","20,997",33.93%
Riverside,Palm Springs,1/1/2005,"43,963","32,625","18,487","11,941","2,197","21,521",34.04%
Riverside,Palm Springs,1/1/2006,"44,308","33,515","19,403","11,925","2,187","22,072",34.14%
Riverside,Palm Springs,1/1/2007,"44,154","34,042","20,008","11,857","2,177","22,381",34.25%
Riverside,Palm Springs,1/1/2008,"44,026","34,388","20,439","11,783","2,166","22,569",34.37%
Riverside,Palm Springs,1/1/2009,"44,346","34,584","20,734","11,693","2,157","22,659",34.48%
Riverside,Palm Springs,1/1/2010,"44,480","34,747","21,003","11,595","2,149","22,725",34.60%
Riverside,Perris,1/1/2001,"37,785","10,824","7,529","1,610","1,685","9,899",8.55%
Riverside,Perris,1/1/2002,"39,844","11,180","7,767","1,741","1,672","10,223",8.56%
Riverside,Perris,1/1/2003,"42,045","11,568","8,114","1,800","1,654","10,576",8.58%
Riverside,Perris,1/1/2004,"46,634","12,677","9,164","1,861","1,652","11,590",8.57%
Riverside,Perris,1/1/2005,"50,650","13,721","10,145","1,921","1,655","12,543",8.59%
Riverside,Perris,1/1/2006,"54,439","14,773","11,104","1,981","1,688","13,505",8.58%
Riverside,Perris,1/1/2007,"59,014","16,056","12,303","2,042","1,711","14,676",8.59%
Riverside,Perris,1/1/2008,"63,041","17,102","13,308","2,101","1,693","15,632",8.60%
Riverside,Perris,1/1/2009,"65,422","17,449","13,602","2,162","1,685","15,948",8.60%
Riverside,Perris,1/1/2010,"67,607","17,776","13,885","2,222","1,669","16,246",8.61%
Riverside,Rancho Mirage,1/1/2001,"13,798","12,056","8,342","1,799","1,915","6,997",41.96%
Riverside,Rancho Mirage,1/1/2002,"14,349","12,340","8,784","1,765","1,791","7,224",41.46%
Riverside,Rancho Mirage,1/1/2003,"15,044","12,745","9,349","1,721","1,675","7,521",40.99%
Riverside,Rancho Mirage,1/1/2004,"15,653","13,149","9,895","1,688","1,566","7,820",40.53%
Riverside,Rancho Mirage,1/1/2005,"16,353","13,720","10,611","1,655","1,454","8,220",40.09%
Riverside,Rancho Mirage,1/1/2006,"16,592","14,032","11,067","1,622","1,343","8,466",39.67%
Riverside,Rancho Mirage,1/1/2007,"16,779","14,228","11,404","1,590","1,234","8,642",39.26%
Riverside,Rancho Mirage,1/1/2008,"16,815","14,258","11,577","1,556","1,125","8,720",38.84%
Riverside,Rancho Mirage,1/1/2009,"17,037","14,276","11,739","1,524","1,013","8,789",38.44%
Riverside,Rancho Mirage,1/1/2010,"17,165","14,229","11,838","1,491",900,"8,818",38.03%
Riverside,Riverside,1/1/2001,"261,464","87,354","59,314","25,679","2,361","83,167",4.79%
Riverside,Riverside,1/1/2002,"269,746","89,264","60,580","26,350","2,334","84,785",5.02%
Riverside,Riverside,1/1/2003,"275,867","90,367","61,767","26,265","2,335","85,632",5.24%
Riverside,Riverside,1/1/2004,"279,829","91,153","62,644","26,179","2,330","86,177",5.46%
Riverside,Riverside,1/1/2005,"284,715","93,203","63,260","27,640","2,303","87,957",5.63%
Riverside,Riverside,1/1/2006,"286,720","94,719","64,612","27,785","2,322","89,198",5.83%
Riverside,Riverside,1/1/2007,"289,674","96,363","66,048","28,020","2,295","90,565",6.02%
Riverside,Riverside,1/1/2008,"293,988","98,306","66,899","29,139","2,268","92,256",6.15%
Riverside,Riverside,1/1/2009,"298,721","98,579","67,248","29,070","2,261","92,313",6.36%
Riverside,Riverside,1/1/2010,"302,597","99,016","67,428","29,354","2,234","92,529",6.55%
Riverside,San Jacinto,1/1/2001,"25,094","9,765","5,919","1,216","2,630","8,569",12.25%
Riverside,San Jacinto,1/1/2002,"26,602","10,062","6,209","1,208","2,645","8,832",12.22%
Riverside,San Jacinto,1/1/2003,"28,223","10,393","6,528","1,204","2,661","9,125",12.20%
Riverside,San Jacinto,1/1/2004,"29,734","10,719","6,844","1,198","2,677","9,413",12.18%
Riverside,San Jacinto,1/1/2005,"31,811","11,353","7,468","1,193","2,692","9,971",12.17%
Riverside,San Jacinto,1/1/2006,"35,131","12,541","8,636","1,189","2,716","11,015",12.17%
Riverside,San Jacinto,1/1/2007,"38,963","14,032","10,091","1,188","2,753","12,246",12.73%
Riverside,San Jacinto,1/1/2008,"40,877","14,518","10,551","1,189","2,778","12,744",12.22%
Riverside,San Jacinto,1/1/2009,"42,652","14,829","10,762","1,270","2,797","13,019",12.21%
Riverside,San Jacinto,1/1/2010,"43,881","14,957","10,881","1,264","2,812","13,133",12.19%
Riverside,Temecula,1/1/2001,"61,230","20,272","15,766","4,197",309,"19,359",4.50%
Riverside,Temecula,1/1/2002,"71,936","23,612","18,903","4,416",293,"22,480",4.79%
Riverside,Temecula,1/1/2003,"74,157","24,323","19,656","4,390",277,"23,085",5.09%
Riverside,Temecula,1/1/2004,"76,407","25,132","20,506","4,365",261,"23,783",5.37%
Riverside,Temecula,1/1/2005,"78,808","26,194","21,544","4,405",245,"24,726",5.60%
Riverside,Temecula,1/1/2006,"90,120","30,309","25,316","4,765",228,"28,568",5.74%
Riverside,Temecula,1/1/2007,"93,122","31,736","26,295","5,229",212,"29,858",5.92%
Riverside,Temecula,1/1/2008,"95,332","32,727","27,082","5,449",196,"30,730",6.10%
Riverside,Temecula,1/1/2009,"97,741","33,318","27,599","5,539",180,"31,219",6.30%
Riverside,Temecula,1/1/2010,"99,757","33,940","28,000","5,776",164,"31,739",6.48%
Riverside,Wildomar,1/1/2001,0,0,0,0,0,0,0.00%
Riverside,Wildomar,1/1/2002,0,0,0,0,0,0,0.00%
Riverside,Wildomar,1/1/2003,0,0,0,0,0,0,0.00%
Riverside,Wildomar,1/1/2004,0,0,0,0,0,0,0.00%
Riverside,Wildomar,1/1/2005,0,0,0,0,0,0,0.00%
Riverside,Wildomar,1/1/2006,0,0,0,0,0,0,0.00%
Riverside,Wildomar,1/1/2007,0,0,0,0,0,0,0.00%
Riverside,Wildomar,1/1/2008,0,0,0,0,0,0,0.00%
Riverside,Wildomar,1/1/2009,"31,732","10,671","7,344",539,"2,788","9,893",7.29%
Riverside,Wildomar,1/1/2010,"32,393","10,783","7,426",518,"2,839","9,976",7.48%
Riverside,Incorporated,1/1/2001,"1,156,067","434,820","303,196","95,521","36,103","376,484",13.42%
Riverside,Incorporated,1/1/2002,"1,205,848","450,337","316,936","97,437","35,964","389,326",13.55%
Riverside,Incorporated,1/1/2003,"1,260,263","467,635","331,014","99,626","36,995","403,539",13.71%
Riverside,Incorporated,1/1/2004,"1,316,816","486,645","348,424","100,918","37,303","419,189",13.86%
Riverside,Incorporated,1/1/2005,"1,372,377","510,963","367,045","104,386","39,532","438,972",14.09%
Riverside,Incorporated,1/1/2006,"1,436,006","538,595","391,105","107,680","39,810","462,410",14.15%
Riverside,Incorporated,1/1/2007,"1,485,437","561,873","410,893","111,060","39,920","481,237",14.35%
Riverside,Incorporated,1/1/2008,"1,516,957","576,295","421,495","114,976","39,824","492,897",14.47%
Riverside,Incorporated,1/1/2009,"1,651,606","621,659","459,309","117,091","45,259","532,985",14.26%
Riverside,Incorporated,1/1/2010,"1,678,312","626,713","463,959","117,710","45,044","536,292",14.43%
Riverside,Balance of County,1/1/2001,"433,641","161,906","106,563","9,066","46,277","139,735",13.69%
Riverside,Balance of County,1/1/2002,"449,443","165,612","110,690","9,227","45,695","143,059",13.62%
Riverside,Balance of County,1/1/2003,"469,956","170,217","117,141","9,077","43,999","147,179",13.53%
Riverside,Balance of County,1/1/2004,"497,669","178,339","125,987","9,260","43,092","154,459",13.39%
Riverside,Balance of County,1/1/2005,"523,318","185,463","135,065","9,935","40,463","161,132",13.12%
Riverside,Balance of County,1/1/2006,"539,907","191,680","140,584","10,234","40,862","166,801",12.98%
Riverside,Balance of County,1/1/2007,"564,465","201,484","149,532","10,863","41,089","175,044",13.12%
Riverside,Balance of County,1/1/2008,"585,784","207,745","155,483","11,451","40,811","181,219",12.77%
Riverside,Balance of County,1/1/2009,"489,020","171,067","126,643","10,168","34,256","147,521",13.76%
Riverside,Balance of County,1/1/2010,"501,380","172,850","128,588","10,422","33,840","149,329",13.61%
Riverside,County Total,1/1/2001,"1,589,708","596,726","409,759","104,587","82,380","516,219",13.49%
Riverside,County Total,1/1/2002,"1,655,291","615,949","427,626","106,664","81,659","532,385",13.57%
Riverside,County Total,1/1/2003,"1,730,219","637,852","448,155","108,703","80,994","550,718",13.66%
Riverside,County Total,1/1/2004,"1,814,485","664,984","474,411","110,178","80,395","573,648",13.74%
Riverside,County Total,1/1/2005,"1,895,695","696,426","502,110","114,321","79,995","600,104",13.83%
Riverside,County Total,1/1/2006,"1,975,913","730,275","531,689","117,914","80,672","629,211",13.84%
Riverside,County Total,1/1/2007,"2,049,902","763,357","560,425","121,923","81,009","656,281",14.03%
Riverside,County Total,1/1/2008,"2,102,741","784,040","576,978","126,427","80,635","674,116",14.02%
Riverside,County Total,1/1/2009,"2,140,626","792,726","585,952","127,259","79,515","680,506",14.16%
Riverside,County Total,1/1/2010,"2,179,692","799,563","592,547","128,132","78,884","685,621",14.25%
Sacramento,Citrus Heights,1/1/2001,"85,956","35,003","22,871","10,258","1,874","33,508",4.27%
Sacramento,Citrus Heights,1/1/2002,"86,918","35,244","22,911","10,464","1,869","33,643",4.54%
Sacramento,Citrus Heights,1/1/2003,"86,458","35,184","22,806","10,515","1,863","33,488",4.82%
Sacramento,Citrus Heights,1/1/2004,"85,940","35,130","22,708","10,565","1,857","33,340",5.10%
Sacramento,Citrus Heights,1/1/2005,"85,153","35,204","22,738","10,615","1,851","33,315",5.37%
Sacramento,Citrus Heights,1/1/2006,"84,112","35,214","22,699","10,669","1,846","33,228",5.64%
Sacramento,Citrus Heights,1/1/2007,"83,552","35,184","22,624","10,720","1,840","33,103",5.91%
Sacramento,Citrus Heights,1/1/2008,"83,347","35,170","22,560","10,775","1,835","32,993",6.19%
Sacramento,Citrus Heights,1/1/2009,"83,317","35,141","22,467","10,845","1,829","32,869",6.47%
Sacramento,Citrus Heights,1/1/2010,"83,382","35,085","22,366","10,896","1,823","32,720",6.74%
Sacramento,Elk Grove,1/1/2001,"76,298","25,211","23,157","1,781",273,"24,536",2.68%
Sacramento,Elk Grove,1/1/2002,"82,932","27,004","24,802","1,928",274,"26,139",3.20%
Sacramento,Elk Grove,1/1/2003,"88,954","28,886","26,535","2,077",274,"27,830",3.66%
Sacramento,Elk Grove,1/1/2004,"113,391","37,580","35,031","2,274",275,"36,124",3.87%
Sacramento,Elk Grove,1/1/2005,"125,703","41,905","38,872","2,758",275,"40,196",4.08%
Sacramento,Elk Grove,1/1/2006,"135,996","45,696","42,200","3,221",275,"43,747",4.27%
Sacramento,Elk Grove,1/1/2007,"142,003","47,878","43,986","3,616",276,"45,625",4.71%
Sacramento,Elk Grove,1/1/2008,"146,083","49,011","44,741","3,994",276,"46,680",4.76%
Sacramento,Elk Grove,1/1/2009,"149,302","49,833","45,176","4,380",277,"47,332",5.02%
Sacramento,Elk Grove,1/1/2010,"152,652","50,530","45,508","4,745",277,"47,862",5.28%
Sacramento,Folsom,1/1/2001,"56,759","19,714","14,875","3,977",862,"18,864",4.31%
Sacramento,Folsom,1/1/2002,"59,186","20,611","15,759","3,989",863,"19,719",4.33%
Sacramento,Folsom,1/1/2003,"62,433","21,957","16,321","4,763",873,"21,004",4.34%
Sacramento,Folsom,1/1/2004,"64,396","22,768","17,035","4,857",876,"21,776",4.36%
Sacramento,Folsom,1/1/2005,"66,362","23,540","17,793","4,870",877,"22,511",4.37%
Sacramento,Folsom,1/1/2006,"67,936","24,373","18,461","5,034",878,"23,305",4.38%
Sacramento,Folsom,1/1/2007,"69,257","25,045","18,836","5,319",890,"23,944",4.40%
Sacramento,Folsom,1/1/2008,"71,064","25,728","19,039","5,791",898,"24,594",4.41%
Sacramento,Folsom,1/1/2009,"71,625","25,934","19,201","5,834",899,"24,787",4.42%
Sacramento,Folsom,1/1/2010,"72,139","26,023","19,277","5,846",900,"24,869",4.43%
Sacramento,Galt,1/1/2001,"20,047","6,347","5,326",650,371,"6,095",3.97%
Sacramento,Galt,1/1/2002,"20,925","6,592","5,537",686,369,"6,320",4.13%
Sacramento,Galt,1/1/2003,"21,843","6,901","5,831",702,368,"6,604",4.30%
Sacramento,Galt,1/1/2004,"21,952","6,960","5,935",659,366,"6,648",4.48%
Sacramento,Galt,1/1/2005,"22,485","7,201","6,222",615,364,"6,869",4.61%
Sacramento,Galt,1/1/2006,"22,628","7,329","6,394",572,363,"6,979",4.78%
Sacramento,Galt,1/1/2007,"22,996","7,499","6,610",528,361,"7,130",4.92%
Sacramento,Galt,1/1/2008,"23,371","7,627","6,782",485,360,"7,241",5.06%
Sacramento,Galt,1/1/2009,"23,584","7,683","6,883",442,358,"7,282",5.22%
Sacramento,Galt,1/1/2010,"23,654","7,678","6,924",398,356,"7,265",5.38%
Sacramento,Isleton,1/1/2001,835,388,226,114,48,342,11.86%
Sacramento,Isleton,1/1/2002,840,392,227,115,50,342,12.76%
Sacramento,Isleton,1/1/2003,838,397,229,117,51,341,14.11%
Sacramento,Isleton,1/1/2004,831,400,229,118,53,338,15.50%
Sacramento,Isleton,1/1/2005,811,398,228,115,55,333,16.33%
Sacramento,Isleton,1/1/2006,802,403,231,116,56,332,17.62%
Sacramento,Isleton,1/1/2007,800,410,235,117,58,333,18.78%
Sacramento,Isleton,1/1/2008,800,414,236,119,59,333,19.57%
Sacramento,Isleton,1/1/2009,802,419,238,120,61,332,20.76%
Sacramento,Isleton,1/1/2010,805,424,239,122,63,331,21.93%
Sacramento,Rancho Cordova,1/1/2001,0,0,0,0,0,0,0.00%
Sacramento,Rancho Cordova,1/1/2002,0,0,0,0,0,0,0.00%
Sacramento,Rancho Cordova,1/1/2003,0,0,0,0,0,0,0.00%
Sacramento,Rancho Cordova,1/1/2004,"54,979","21,534","12,414","7,684","1,436","20,237",6.02%
Sacramento,Rancho Cordova,1/1/2005,"55,476","21,908","12,759","7,701","1,448","20,505",6.40%
Sacramento,Rancho Cordova,1/1/2006,"56,866","22,666","13,491","7,714","1,461","21,140",6.73%
Sacramento,Rancho Cordova,1/1/2007,"59,502","23,839","14,639","7,727","1,473","22,171",7.00%
Sacramento,Rancho Cordova,1/1/2008,"61,526","24,625","15,352","7,787","1,486","22,833",7.28%
Sacramento,Rancho Cordova,1/1/2009,"62,724","25,019","15,680","7,841","1,498","23,120",7.59%
Sacramento,Rancho Cordova,1/1/2010,"64,024","25,405","16,040","7,854","1,511","23,400",7.89%
Sacramento,Sacramento,1/1/2001,"412,918","164,938","108,314","52,990","3,634","155,103",5.96%
Sacramento,Sacramento,1/1/2002,"423,084","168,041","110,929","53,525","3,587","157,493",6.28%
Sacramento,Sacramento,1/1/2003,"429,918","171,228","112,998","54,687","3,543","159,991",6.56%
Sacramento,Sacramento,1/1/2004,"436,799","174,502","115,765","55,241","3,496","162,542",6.85%
Sacramento,Sacramento,1/1/2005,"442,662","178,771","118,680","56,639","3,452","166,059",7.11%
Sacramento,Sacramento,1/1/2006,"445,774","182,123","121,007","57,713","3,403","168,717",7.36%
Sacramento,Sacramento,1/1/2007,"452,711","186,426","124,060","59,012","3,354","171,996",7.74%
Sacramento,Sacramento,1/1/2008,"458,965","188,822","125,267","60,250","3,305","173,958",7.87%
Sacramento,Sacramento,1/1/2009,"463,633","190,309","126,041","61,012","3,256","174,826",8.14%
Sacramento,Sacramento,1/1/2010,"466,740","190,981","126,264","61,511","3,206","174,825",8.46%
Sacramento,Incorporated,1/1/2001,"652,813","251,601","174,769","69,770","7,062","238,448",5.23%
Sacramento,Incorporated,1/1/2002,"673,885","257,884","180,165","70,707","7,012","243,656",5.52%
Sacramento,Incorporated,1/1/2003,"690,444","264,553","184,720","72,861","6,972","249,258",5.78%
Sacramento,Incorporated,1/1/2004,"778,288","298,874","209,117","81,398","8,359","281,005",5.98%
Sacramento,Incorporated,1/1/2005,"798,652","308,927","217,292","83,313","8,322","289,788",6.20%
Sacramento,Incorporated,1/1/2006,"814,114","317,804","224,483","85,039","8,282","297,448",6.41%
Sacramento,Incorporated,1/1/2007,"830,821","326,281","230,990","87,039","8,252","304,302",6.74%
Sacramento,Incorporated,1/1/2008,"845,156","331,397","233,977","89,201","8,219","308,632",6.87%
Sacramento,Incorporated,1/1/2009,"854,987","334,338","235,686","90,474","8,178","310,548",7.12%
Sacramento,Incorporated,1/1/2010,"863,396","336,126","236,618","91,372","8,136","311,273",7.39%
Sacramento,Balance of County,1/1/2001,"595,259","228,739","158,568","61,835","8,336","219,157",4.19%
Sacramento,Balance of County,1/1/2002,"605,703","231,530","161,298","61,956","8,276","221,056",4.52%
Sacramento,Balance of County,1/1/2003,"616,745","236,390","165,420","62,676","8,294","224,880",4.87%
Sacramento,Balance of County,1/1/2004,"553,622","212,866","150,528","55,494","6,844","201,525",5.33%
Sacramento,Balance of County,1/1/2005,"551,871","214,463","151,892","55,709","6,862","202,212",5.71%
Sacramento,Balance of County,1/1/2006,"551,100","216,691","153,104","56,745","6,842","203,505",6.09%
Sacramento,Balance of County,1/1/2007,"549,351","217,628","153,922","56,893","6,813","203,558",6.47%
Sacramento,Balance of County,1/1/2008,"549,354","218,360","154,558","57,028","6,774","203,413",6.85%
Sacramento,Balance of County,1/1/2009,"551,181","218,844","154,873","57,252","6,719","203,029",7.23%
Sacramento,Balance of County,1/1/2010,"553,863","219,261","155,143","57,450","6,668","202,582",7.61%
Sacramento,County Total,1/1/2001,"1,248,072","480,340","333,337","131,605","15,398","457,605",4.73%
Sacramento,County Total,1/1/2002,"1,279,588","489,414","341,463","132,663","15,288","464,712",5.05%
Sacramento,County Total,1/1/2003,"1,307,189","500,943","350,140","135,537","15,266","474,138",5.35%
Sacramento,County Total,1/1/2004,"1,331,910","511,740","359,645","136,892","15,203","482,530",5.71%
Sacramento,County Total,1/1/2005,"1,350,523","523,390","369,184","139,022","15,184","492,000",6.00%
Sacramento,County Total,1/1/2006,"1,365,214","534,495","377,587","141,784","15,124","500,953",6.28%
Sacramento,County Total,1/1/2007,"1,380,172","543,909","384,912","143,932","15,065","507,860",6.63%
Sacramento,County Total,1/1/2008,"1,394,510","549,757","388,535","146,229","14,993","512,045",6.86%
Sacramento,County Total,1/1/2009,"1,406,168","553,182","390,559","147,726","14,897","513,577",7.16%
Sacramento,County Total,1/1/2010,"1,417,259","555,387","391,761","148,822","14,804","513,855",7.48%
San Benito,Hollister,1/1/2001,"34,908","10,012","7,956","1,746",310,"9,778",2.34%
San Benito,Hollister,1/1/2002,"35,656","10,412","8,301","1,795",316,"10,137",2.64%
San Benito,Hollister,1/1/2003,"35,878","10,526","8,334","1,871",321,"10,217",2.94%
San Benito,Hollister,1/1/2004,"35,737","10,506","8,273","1,906",327,"10,165",3.25%
San Benito,Hollister,1/1/2005,"35,476","10,486","8,212","1,942",332,"10,113",3.56%
San Benito,Hollister,1/1/2006,"35,199","10,464","8,149","1,977",338,"10,059",3.87%
San Benito,Hollister,1/1/2007,"35,039","10,439","8,083","2,013",343,"10,003",4.18%
San Benito,Hollister,1/1/2008,"34,994","10,419","8,021","2,049",349,"9,950",4.50%
San Benito,Hollister,1/1/2009,"34,843","10,393","7,955","2,084",354,"9,892",4.82%
San Benito,Hollister,1/1/2010,"34,942","10,402","7,922","2,120",360,"9,869",5.12%
San Benito,San Juan Bautista,1/1/2001,"1,566",618,480,121,17,570,7.77%
San Benito,San Juan Bautista,1/1/2002,"1,579",634,481,136,17,584,7.89%
San Benito,San Juan Bautista,1/1/2003,"1,594",643,482,142,19,591,8.09%
San Benito,San Juan Bautista,1/1/2004,"1,690",682,516,146,20,627,8.06%
San Benito,San Juan Bautista,1/1/2005,"1,688",685,516,148,21,628,8.32%
San Benito,San Juan Bautista,1/1/2006,"1,683",686,513,151,22,629,8.31%
San Benito,San Juan Bautista,1/1/2007,"1,779",725,514,189,22,665,8.28%
San Benito,San Juan Bautista,1/1/2008,"1,835",742,525,194,23,679,8.49%
San Benito,San Juan Bautista,1/1/2009,"1,852",743,522,197,24,680,8.48%
San Benito,San Juan Bautista,1/1/2010,"1,861",745,520,200,25,681,8.59%
San Benito,Incorporated,1/1/2001,"36,474","10,630","8,436","1,867",327,"10,348",2.65%
San Benito,Incorporated,1/1/2002,"37,235","11,046","8,782","1,931",333,"10,721",2.94%
San Benito,Incorporated,1/1/2003,"37,472","11,169","8,816","2,013",340,"10,808",3.23%
San Benito,Incorporated,1/1/2004,"37,427","11,188","8,789","2,052",347,"10,792",3.54%
San Benito,Incorporated,1/1/2005,"37,164","11,171","8,728","2,090",353,"10,741",3.85%
San Benito,Incorporated,1/1/2006,"36,882","11,150","8,662","2,128",360,"10,688",4.14%
San Benito,Incorporated,1/1/2007,"36,818","11,164","8,597","2,202",365,"10,668",4.44%
San Benito,Incorporated,1/1/2008,"36,829","11,161","8,546","2,243",372,"10,629",4.77%
San Benito,Incorporated,1/1/2009,"36,695","11,136","8,477","2,281",378,"10,572",5.06%
San Benito,Incorporated,1/1/2010,"36,803","11,147","8,442","2,320",385,"10,550",5.36%
San Benito,Balance of County,1/1/2001,"17,691","6,089","5,432",112,545,"5,718",6.09%
San Benito,Balance of County,1/1/2002,"17,713","6,226","5,577",114,535,"5,842",6.17%
San Benito,Balance of County,1/1/2003,"17,858","6,328","5,687",115,526,"5,932",6.26%
San Benito,Balance of County,1/1/2004,"17,947","6,393","5,766",115,512,"5,987",6.35%
San Benito,Balance of County,1/1/2005,"18,057","6,485","5,866",116,503,"6,069",6.41%
San Benito,Balance of County,1/1/2006,"18,143","6,571","5,951",117,503,"6,143",6.51%
San Benito,Balance of County,1/1/2007,"18,130","6,599","5,989",118,492,"6,165",6.58%
San Benito,Balance of County,1/1/2008,"18,193","6,637","6,036",119,482,"6,195",6.66%
San Benito,Balance of County,1/1/2009,"18,373","6,677","6,086",120,471,"6,226",6.75%
San Benito,Balance of County,1/1/2010,"18,469","6,718","6,136",121,461,"6,260",6.82%
San Benito,County Total,1/1/2001,"54,165","16,719","13,868","1,979",872,"16,066",3.91%
San Benito,County Total,1/1/2002,"54,948","17,272","14,359","2,045",868,"16,563",4.10%
San Benito,County Total,1/1/2003,"55,330","17,497","14,503","2,128",866,"16,740",4.33%
San Benito,County Total,1/1/2004,"55,374","17,581","14,555","2,167",859,"16,779",4.56%
San Benito,County Total,1/1/2005,"55,221","17,656","14,594","2,206",856,"16,810",4.79%
San Benito,County Total,1/1/2006,"55,025","17,721","14,613","2,245",863,"16,831",5.02%
San Benito,County Total,1/1/2007,"54,948","17,763","14,586","2,320",857,"16,833",5.24%
San Benito,County Total,1/1/2008,"55,022","17,798","14,582","2,362",854,"16,824",5.47%
San Benito,County Total,1/1/2009,"55,068","17,813","14,563","2,401",849,"16,798",5.70%
San Benito,County Total,1/1/2010,"55,272","17,865","14,578","2,441",846,"16,810",5.91%
San Bernardino,Adelanto,1/1/2001,"18,512","5,575","3,946","1,140",489,"4,745",14.89%
San Bernardino,Adelanto,1/1/2002,"19,327","5,711","4,079","1,138",494,"4,869",14.74%
San Bernardino,Adelanto,1/1/2003,"20,326","5,912","4,277","1,142",493,"5,050",14.58%
San Bernardino,Adelanto,1/1/2004,"22,528","6,411","4,696","1,227",488,"5,483",14.48%
San Bernardino,Adelanto,1/1/2005,"24,855","7,047","5,333","1,231",483,"6,032",14.40%
San Bernardino,Adelanto,1/1/2006,"26,617","7,722","6,016","1,227",479,"6,614",14.35%
San Bernardino,Adelanto,1/1/2007,"29,181","8,560","6,856","1,230",474,"7,292",14.81%
San Bernardino,Adelanto,1/1/2008,"30,526","8,840","7,140","1,232",468,"7,579",14.26%
San Bernardino,Adelanto,1/1/2009,"31,087","8,952","7,252","1,236",464,"7,683",14.18%
San Bernardino,Adelanto,1/1/2010,"31,764","9,075","7,376","1,240",459,"7,797",14.08%
San Bernardino,Apple Valley,1/1/2001,"55,269","20,513","15,946","3,503","1,064","18,854",8.09%
San Bernardino,Apple Valley,1/1/2002,"56,890","20,909","16,287","3,519","1,103","19,184",8.25%
San Bernardino,Apple Valley,1/1/2003,"58,665","21,448","16,770","3,535","1,143","19,646",8.40%
San Bernardino,Apple Valley,1/1/2004,"61,005","22,193","17,452","3,555","1,186","20,298",8.54%
San Bernardino,Apple Valley,1/1/2005,"63,117","22,985","18,174","3,584","1,227","20,993",8.67%
San Bernardino,Apple Valley,1/1/2006,"66,490","24,425","19,419","3,736","1,270","22,285",8.76%
San Bernardino,Apple Valley,1/1/2007,"69,127","25,621","20,427","3,884","1,310","23,352",8.86%
San Bernardino,Apple Valley,1/1/2008,"68,776","25,792","20,543","3,899","1,350","23,376",9.37%
San Bernardino,Apple Valley,1/1/2009,"68,828","25,962","20,654","3,918","1,390","23,498",9.49%
San Bernardino,Apple Valley,1/1/2010,"69,089","26,089","20,728","3,932","1,429","23,581",9.61%
San Bernardino,Barstow,1/1/2001,"21,061","9,097","5,464","2,559","1,074","7,609",16.36%
San Bernardino,Barstow,1/1/2002,"22,274","9,393","5,571","2,776","1,046","7,877",16.14%
San Bernardino,Barstow,1/1/2003,"22,558","9,464","5,632","2,794","1,038","7,929",16.22%
San Bernardino,Barstow,1/1/2004,"22,554","9,404","5,600","2,794","1,010","7,891",16.09%
San Bernardino,Barstow,1/1/2005,"22,724","9,462","5,605","2,875",982,"7,932",16.17%
San Bernardino,Barstow,1/1/2006,"22,522","9,467","5,636","2,877",954,"7,929",16.25%
San Bernardino,Barstow,1/1/2007,"22,547","9,531","5,647","2,958",926,"7,995",16.12%
San Bernardino,Barstow,1/1/2008,"22,361","9,510","5,637","2,975",898,"7,979",16.10%
San Bernardino,Barstow,1/1/2009,"22,565","9,587","5,646","3,071",870,"8,072",15.80%
San Bernardino,Barstow,1/1/2010,"22,513","9,556","5,643","3,071",842,"8,039",15.87%
San Bernardino,Big Bear Lake,1/1/2001,"5,468","8,851","7,690",769,392,"2,350",73.45%
San Bernardino,Big Bear Lake,1/1/2002,"5,498","8,959","7,765",792,402,"2,336",73.93%
San Bernardino,Big Bear Lake,1/1/2003,"5,529","9,106","7,860",833,413,"2,334",74.37%
San Bernardino,Big Bear Lake,1/1/2004,"5,556","9,249","7,967",856,426,"2,330",74.81%
San Bernardino,Big Bear Lake,1/1/2005,"5,521","9,355","8,035",884,436,"2,316",75.24%
San Bernardino,Big Bear Lake,1/1/2006,"5,414","9,430","8,077",908,445,"2,293",75.68%
San Bernardino,Big Bear Lake,1/1/2007,"5,309","9,515","8,130",930,455,"2,273",76.11%
San Bernardino,Big Bear Lake,1/1/2008,"5,227","9,609","8,182",959,468,"2,257",76.51%
San Bernardino,Big Bear Lake,1/1/2009,"5,136","9,676","8,213",983,480,"2,232",76.93%
